FRAME,TIME,DISTANCE,TOTALTIME,TOTALDISTANCE,SEGMENTNUM,SECTOR,MARKERS,MARKERTIME,MARKERFLAG,POSITIONX,POSITIONY,POSITIONZ,ROTATIONX,ROTATIONY,ROTATIONZ,STEERINGANGLE,THROTTLE,BRAKEPRESSURE,GEAR,SPEED,RAWSTEER,RAWTHROTTLE,RAWBRAKE,AUTOMATICGEAR,AERODRSPOSITION
n/a,s,m,s,m,n/a,n/a,n/a,n/a,n/a,m,m,m,°,°,°,°,%,bar,,km/h,,,,,%
16250,2.4857,103.8148,32.5,376.2156,1,0,0,0,0,588.8232,144.0741,2285.695,-2.4816,140.5632,0.83139,7.02,56.50119,0,1,176.8818,0,0,0,4,0
16260,2.5057,104.7973,32.52,377.1981,1,0,0,0,0,589.4456,144.1211,2284.935,-2.42972,140.7348,0.67915,6.735,56.50119,0,1,176.8818,0,0,0,4,0
16270,2.5257,105.7812,32.54,378.182,1,0,0,0,0,590.0666,144.1679,2284.171,-2.38403,140.9072,0.55274,6.45,56.50119,0,1,176.8818,0,0,0,4,0
16280,2.5457,106.7672,32.56,379.168,1,0,0,0,0,590.6866,144.2145,2283.404,-2.35327,141.0823,0.41917,6.15,56.50119,0,1,176.8818,0,0,0,4,0
16290,2.5657,107.7554,32.58,380.1563,1,0,0,0,0,591.3057,144.2611,2282.634,-2.34525,141.2544,0.3028,5.97,56.50119,0,1,176.8818,0,0,0,4,0
16300,2.5857,108.7455,32.6,381.1462,1,0,0,0,0,591.9236,144.3081,2281.86,-2.36462,141.4236,0.23116,5.955,56.50119,0,1,178.5917,0,0,0,4,0
16310,2.6057,109.7373,32.62,382.1381,1,0,0,0,0,592.5403,144.3557,2281.083,-2.40167,141.5973,0.17607,5.895,56.50119,0,1,178.5917,0,0,0,4,0
16320,2.6257,110.7312,32.64,383.132,1,0,0,0,0,593.1556,144.4039,2280.302,-2.45258,141.7733,0.11236,5.76,56.50119,0,1,178.5917,0,0,0,4,0
16330,2.6457,111.7269,32.66,384.1277,1,0,0,0,0,593.7697,144.4523,2279.518,-2.48746,141.9467,0.03976,5.61,56.50119,0,1,178.5917,0,0,0,4,0
16340,2.6657,112.7246,32.68,385.1254,1,0,0,0,0,594.3826,144.5009,2278.73,-2.49948,142.1108,-0.03754,5.43,56.50119,0,1,178.5917,0,0,0,4,0
16350,2.6857,113.7239,32.7,386.1247,1,0,0,0,0,594.9941,144.5498,2277.94,-2.49146,142.2669,-0.10602,5.22,56.50119,0,1,180.2787,0,0,0,4,0
16360,2.7057,114.725,32.72,387.1258,1,0,0,0,0,595.6045,144.5995,2277.146,-2.48401,142.4262,-0.1998,4.995,56.50119,0,1,180.2787,0,0,0,4,0
16370,2.7257,115.7281,32.74,388.1289,1,0,0,0,0,596.2139,144.6501,2276.349,-2.4924,142.5845,-0.31915,4.71,56.50119,0,1,180.2787,0,0,0,4,0
16380,2.7457,116.7328,32.76,389.1336,1,0,0,0,0,596.8221,144.7017,2275.55,-2.51694,142.7377,-0.41364,4.425,56.50119,0,1,180.2787,0,0,0,4,0
16390,2.7657,117.7394,32.78,390.1402,1,0,0,0,0,597.4294,144.7534,2274.746,-2.54346,142.8895,-0.53201,4.17,56.50119,0,1,180.2787,0,0,0,4,0
16400,2.7857,118.748,32.8,391.1488,1,0,0,0,0,598.0359,144.8046,2273.94,-2.55084,143.0355,-0.64777,3.945,56.50119,0,1,181.9138,0,0,0,4,0
16410,2.8057,119.7582,32.82,392.159,1,0,0,0,0,598.6412,144.8548,2273.131,-2.5314,143.1761,-0.75104,3.72,56.50119,0,1,181.9138,0,0,0,4,0
