FileName,LapTime
../GeneticAssets/GEN1/gen1asset1.asset,302.2
../GeneticAssets/GEN1/gen1asset2.asset,301.23
../GeneticAssets/GEN1/gen1asset3.asset,999.11
../GeneticAssets/GEN1/gen1asset4.asset,999.11
../GeneticAssets/GEN1/gen1asset5.asset,999.11
