FileName,LapTime
../GeneticAssets/GEN10/gen10asset1.asset,301.8496
../GeneticAssets/GEN10/gen10asset2.asset,327.1201
../GeneticAssets/GEN10/gen10asset3.asset,316.4297
../GeneticAssets/GEN10/gen10asset4.asset,300.9961
../GeneticAssets/GEN10/gen10asset5.asset,301.8193
