FileName,LapTime
../GeneticAssets/GEN9/gen9asset1.asset,301.8486
../GeneticAssets/GEN9/gen9asset2.asset,304.0771
../GeneticAssets/GEN9/gen9asset3.asset,312.3008
../GeneticAssets/GEN9/gen9asset4.asset,321.3867
../GeneticAssets/GEN9/gen9asset5.asset,318.5215
