FileName,LapTime
../GeneticAssets/GEN11/gen11asset1.asset,300.9961
../GeneticAssets/GEN11/gen11asset2.asset,300.9873
../GeneticAssets/GEN11/gen11asset3.asset,301.248
../GeneticAssets/GEN11/gen11asset4.asset,314.918
../GeneticAssets/GEN11/gen11asset5.asset,322.4453
