FileName,LapTime
../GeneticAssets/GEN30/gen30asset1.asset,300.7539
../GeneticAssets/GEN30/gen30asset2.asset,300.8125
../GeneticAssets/GEN30/gen30asset3.asset,324.9023
../GeneticAssets/GEN30/gen30asset4.asset,316.8242
../GeneticAssets/GEN30/gen30asset5.asset,999.11
