FileName,LapTime
../GeneticAssets/GEN13/gen13asset1.asset,300.9863
../GeneticAssets/GEN13/gen13asset2.asset,301.5195
../GeneticAssets/GEN13/gen13asset3.asset,999.11
../GeneticAssets/GEN13/gen13asset4.asset,300.959
../GeneticAssets/GEN13/gen13asset5.asset,319.7129
